BackendTime,logicVoltage,depVoltage,system_status,system_time
1697124635942.7888,3252,16843,1025,2184617
1697124636450.3416,3252,16843,1025,2185123
1697124636945.7844,3252,16849,1025,2185622
1697124637455.1575,3252,16843,1025,2186126
1697124637961.2017,3252,16854,1025,2186632
1697124638467.7537,3252,16854,1025,2187136
1697124639042.3884,3252,16826,1025,2187708
1697124639478.9988,3252,16860,1025,2188146
1697124639988.874,3252,16854,1025,2188654
1697124640491.4402,3252,16849,1025,2189159
1697124640990.477,3252,16832,1025,2189659
1697124641488.527,3252,16849,1025,2190164
1697124641993.8198,3252,16832,1025,2190665
1697124643034.238,3252,16849,1025,2191684
1697124643501.2346,3252,16849,1025,2192177
1697124644007.6082,3252,16860,1025,2192679
1697124644510.4075,3252,16832,1025,2193183
1697124645018.9397,3252,16872,1025,2193688
1697124645533.0276,3252,16820,1025,2194197
1697124646033.5347,3252,16815,1025,2194702
1697124646537.339,3252,16854,1025,2195207
1697124647044.2512,3252,16843,1025,2195709
1697124647563.148,3252,16809,1025,2196224
1697124648081.0237,3252,16849,1025,2196742
1697124648560.092,3252,16854,1025,2197223
1697124649067.1013,3252,16832,1025,2197724
1697124649569.946,3252,16815,1025,2198236
1697124650071.259,3252,16820,1025,2198737
1697124650578.5562,3252,16866,1025,2199253
1697124651070.3926,3252,16866,1025,2199739
1697124651579.566,3252,16877,1025,2200246
1697124652084.7651,3252,16820,1025,2200749
1697124652590.7915,3252,16866,1025,2201254
1697124653094.8774,3252,16900,1025,2201764
1697124653610.128,3252,16866,1025,2202258
1697124654092.4333,3252,16889,1025,2202760
1697124654601.8625,3252,16832,1025,2203268
1697124655185.3035,3252,16832,1025,2203852
1697124655670.0806,3252,16820,1025,2204310
1697124656118.0872,3252,16866,1025,2204789
1697124656649.7532,3252,16820,1025,2205308
1697124657117.9282,3252,16826,1025,2205791
1697124657642.5962,3252,16820,1025,2206313
1697124658126.946,3252,16820,1025,2206800
1697124658647.895,3252,16900,1025,2207314
1697124659163.306,3252,16832,1025,2207827
1697124659720.7996,3252,16820,1025,2208354
1697124660161.1677,3252,16866,1025,2208827
1697124660646.9805,3252,16820,1025,2209316
1697124661153.9714,3252,16877,1025,2209819
1697124661673.114,3252,16843,1025,2210343
1697124662161.4294,3252,16866,1025,2210836
1697124662655.813,3252,16889,1025,2211332
1697124663220.7944,3252,16815,1025,2211869
1697124663729.0078,3252,16872,1025,2212394
1697124664186.294,3252,16849,1025,2212857
1697124664710.679,3252,16843,1025,2213367
1697124665247.571,3252,16849,1025,2213871
1697124665714.4312,3252,16809,1025,2214376
1697124666211.4792,3252,16843,1025,2214881
1697124666708.4546,3252,16877,1025,2215382
1697124667240.534,3252,16872,1025,2215887
1697124667728.671,3252,16815,1025,2216389
1697124668244.5918,3252,16872,1025,2216906
1697124668739.8855,3252,16866,1025,2217403
1697124669233.9546,3252,16866,1025,2217903
1697124669737.1404,3252,16854,1025,2218412
1697124670239.9773,3252,16872,1025,2218909
1697124670773.3516,3252,16854,1025,2219432
1697124671263.599,3252,16843,1025,2219928
1697124671789.0437,3252,16809,1025,2220440
1697124672274.6807,3252,16860,1025,2220946
1697124672848.546,3252,16854,1025,2221456
1697124673298.1536,3252,16860,1025,2221956
1697124673787.9326,3252,16854,1025,2222448
1697124674318.2668,3252,16832,1025,2222952
1697124674819.8828,3252,16872,1025,2223480
1697124675328.6558,3252,16854,1025,2223954
1697124676409.307,3252,16872,1025,2225059
1697124676848.713,3252,16872,1025,2225494
1697124677329.961,3252,16843,1025,2225973
1697124677825.1938,3252,16849,1025,2226491
1697124678308.5952,3252,16877,1025,2226977
1697124678817.1365,3252,16877,1025,2227479
1697124679406.8613,3252,16843,1025,2228051
1697124679859.5862,3252,16843,1025,2228512
1697124680360.261,3252,16849,1025,2229014
1697124680875.2905,3252,16854,1025,2229531
1697124681378.217,3252,16866,1025,2230033
1697124681860.3704,3252,16832,1025,2230522
1697124682339.468,3252,16832,1025,2230998
1697124682847.7388,3252,16872,1025,2231508
1697124683382.3926,3252,16860,1025,2232033
1697124683846.5688,3252,16872,1025,2232512
1697124684387.866,3252,16832,1025,2233040
1697124684894.3833,3252,16849,1025,2233527
1697124685387.5237,3252,16854,1025,2234053
1697124685900.24,3252,16820,1025,2234561
1697124686376.3223,3252,16854,1025,2235036
1697124686907.803,3252,16866,1025,2235567
1697124687424.5774,3252,16877,1025,2236071
1697124687942.9133,3252,16809,1025,2236608
1697124688416.7556,3252,16849,1025,2237080
1697124688907.8013,3252,16877,1025,2237567
1697124689397.082,3252,16866,1025,2238070
1697124689912.1204,3252,16849,1025,2238586
1697124690416.694,3252,16849,1025,2239085
1697124690953.3806,3252,16820,1025,2239598
1697124691517.9368,3252,16860,1025,2240131
1697124691954.7827,3252,16854,1025,2240614
1697124692459.6497,3252,16854,1025,2241111
1697124692942.8057,3252,16832,1025,2241617
1697124693431.669,3252,16849,1025,2242107
1697124693990.0757,3252,16843,1025,2242629
1697124694494.5437,3252,16854,1025,2243128
1697124694963.2502,3252,16815,1025,2243629
1697124695466.4158,3252,16872,1025,2244142
1697124695960.298,3252,16877,1025,2244636
1697124696520.696,3252,16854,1025,2245136
1697124696979.6875,3252,16843,1025,2245641
1697124697482.0664,3252,16809,1025,2246147
1697124697976.0803,3252,16860,1025,2246647
1697124698474.2688,3252,16809,1025,2247149
1697124698979.667,3252,16832,1025,2247653
1697124699479.8152,3252,16843,1025,2248157
1697124699993.8716,3252,16815,1025,2248664
1697124700499.5823,3252,16815,1025,2249170
1697124701007.1538,3252,16872,1025,2249670
1697124701537.3196,3252,16854,1025,2250181
1697124702012.0012,3252,16854,1025,2250676
1697124702520.7715,3252,16872,1025,2251179
1697124703034.48,3252,16877,1025,2251684
1697124703574.6294,3252,16820,1025,2252231
1697124704018.7808,3252,16860,1025,2252682
1697124704538.595,3252,16815,1025,2253196
1697124705034.3684,3252,16820,1025,2253703
1697124705518.458,3252,16820,1025,2254193
1697124706044.327,3252,16854,1025,2254707
1697124707027.8074,3252,16832,1025,2255704
1697124707533.142,3252,16815,1025,2256209
1697124708053.0664,3252,16854,1025,2256712
1697124708546.7644,3252,16809,1025,2257218
1697124709043.9863,3252,16849,1025,2257720
1697124709563.4463,3252,16866,1025,2258235
1697124710592.3264,3252,16820,1025,2259246
1697124711084.8176,3252,16866,1025,2259744
1697124711644.298,3252,16832,1025,2260294
1697124712066.8906,3252,16849,1025,2260741
1697124712585.4673,3252,16832,1025,2261257
1697124713097.6145,3252,16877,1025,2261760
1697124713597.9673,3252,16900,1025,2262262
1697124714093.8208,3252,16854,1025,2262760
1697124714580.7903,3252,16820,1025,2263257
1697124715109.1562,3252,16854,1025,2263777
1697124715589.6736,3252,16832,1025,2264266
1697124716103.335,3252,16860,1025,2264761
1697124716620.3008,3252,16866,1025,2265274
1697124717113.2815,3252,16872,1025,2265775
1697124717628.944,3252,16843,1025,2266292
1697124718126.9717,3252,16872,1025,2266796
1697124718629.8008,3252,16815,1025,2267295
1697124719144.1748,3252,16860,1025,2267789
1697124719637.327,3252,16877,1025,2268303
1697124720168.5317,3252,16854,1025,2268804
1697124720633.333,3252,16872,1025,2269300
1697124721139.623,3252,16820,1025,2269806
1697124721743.5981,3252,16849,1025,2270398
1697124722230.076,3252,16820,1025,2270880
1697124722680.3528,3252,16854,1025,2271338
1697124723175.3843,3252,16849,1025,2271839
1697124723752.421,3252,16832,1025,2272366
1697124724178.1196,3252,16843,1025,2272856
1697124724720.4172,3252,16860,1025,2273372
1697124725200.3547,3252,16866,1025,2273871
1697124725696.011,3252,16866,1025,2274374
1697124726255.4453,3252,16832,1025,2274878
1697124726733.9849,3252,16866,1025,2275392
1697124727276.2754,3252,16872,1025,2275950
1697124728248.118,3252,16849,1025,2276902
1697124728747.5042,3252,16849,1025,2277410
1697124729242.1199,3252,16820,1025,2277910
1697124729736.8364,3252,16854,1025,2278414
1697124730240.6567,3252,16820,1025,2278912
1697124730735.575,3252,16820,1025,2279414
1697124731269.5112,3252,16849,1025,2279930
1697124731756.4119,3252,16872,1025,2280429
1697124732259.5535,3252,16832,1025,2280934
1697124732799.6875,3252,16860,1025,2281435
1697124733270.5674,3252,16860,1025,2281941
1697124733759.7183,3252,16866,1025,2282437
1697124734295.5374,3252,16854,1025,2282946
1697124734786.363,3252,16849,1025,2283450
1697124735277.0854,3252,16826,1025,2283953
1697124735782.8484,3252,16832,1025,2284458
1697124736293.0732,3252,16815,1025,2284965
1697124736803.404,3252,16889,1025,2285477
1697124737306.0964,3252,16854,1025,2285980
1697124737825.0186,3252,16843,1025,2286480
1697124738307.2632,3252,16866,1025,2286984
1697124738861.6453,3252,16849,1025,2287497
1697124739396.5786,3252,16843,1025,2288062
1697124739822.1985,3252,16820,1025,2288499
1697124740343.4612,3252,16843,1025,2289003
1697124740830.2234,3252,16815,1025,2289504
1697124741348.9136,3252,16877,1025,2290016
1697124741840.1338,3252,16849,1025,2290516
1697124742343.8271,3252,16872,1025,2291018
1697124742848.9873,3252,16872,1025,2291524
1697124743350.8745,3252,16843,1025,2292027
1697124743886.3882,3252,16820,1025,2292535
1697124744366.6772,3252,16849,1025,2293042
1697124744886.674,3252,16820,1025,2293551
1697124745381.9255,3252,16866,1025,2294051
1697124745878.7964,3252,16860,1025,2294555
1697124746378.3953,3252,16815,1025,2295055
1697124746900.418,3252,16820,1025,2295559
1697124747392.1367,3252,16854,1025,2296057
1697124747880.6128,3252,16832,1025,2296558
1697124748380.8813,3252,16854,1025,2297058
1697124749393.596,3252,16820,1025,2298068
1697124749893.8662,3252,16854,1025,2298571
1697124750909.7842,3252,16849,1025,2299582
1697124751432.0454,3252,16872,1025,2300086
1697124751928.466,3252,16889,1025,2300592
1697124752437.7305,3252,16854,1025,2301103
1697124752928.6223,3252,16849,1025,2301599
1697124753450.4897,3252,16849,1025,2302106
1697124753937.66,3252,16826,1025,2302609
1697124754485.568,3252,16872,1025,2303116
1697124755006.7598,3252,16832,1025,2303618
1697124755489.5076,3252,16849,1025,2304124
1697124755973.7356,3252,16854,1025,2304634
1697124756496.6697,3252,16854,1025,2305138
1697124756966.2566,3252,16809,1025,2305637
1697124757478.4736,3252,16843,1025,2306148
1697124757977.7666,3252,16820,1025,2306647
1697124758486.983,3252,16820,1025,2307157
1697124759016.929,3252,16849,1025,2307661
1697124759515.6301,3252,16832,1025,2308161
1697124759991.0493,3252,16866,1025,2308666
1697124760495.675,3252,16815,1025,2309171
1697124760998.5425,3252,16832,1025,2309674
1697124761516.5642,3252,16843,1025,2310190
1697124762004.7058,3252,16843,1025,2310679
1697124762508.2998,3252,16860,1025,2311183
1697124763008.7283,3252,16889,1025,2311684
1697124763509.6182,3252,16866,1025,2312185
1697124764037.9873,3252,16820,1025,2312689
1697124764527.3281,3252,16820,1025,2313190
1697124765032.4287,3252,16860,1025,2313692
1697124765533.0356,3252,16820,1025,2314195
1697124766049.6592,3252,16820,1025,2314702
1697124766536.3076,3252,16889,1025,2315208
1697124767052.9976,3252,16872,1025,2315705
1697124767552.685,3252,16889,1025,2316205
1697124768036.2776,3252,16843,1025,2316706
1697124768546.3513,3252,16832,1025,2317214
1697124769066.421,3252,16849,1025,2317719
1697124769568.5889,3252,16872,1025,2318224
1697124770068.2708,3252,16854,1025,2318728
1697124770580.908,3252,16866,1025,2319234
1697124771077.174,3252,16832,1025,2319737
1697124771599.779,3252,16860,1025,2320261
1697124772084.7412,3252,16820,1025,2320747
1697124772578.5505,3252,16854,1025,2321248
1697124773095.8694,3252,16889,1025,2321757
1697124774107.632,3252,16820,1025,2322765
1697124774603.7004,3252,16866,1025,2323266
1697124775105.4146,3252,16854,1025,2323769
1697124775620.8162,3252,16889,1025,2324275
1697124776125.4412,3252,16860,1025,2324773
1697124776616.8071,3252,16820,1025,2325277
1697124777119.4146,3252,16889,1025,2325777
1697124777647.4236,3252,16809,1025,2326280
1697124778119.1714,3252,16820,1025,2326783
1697124778656.0437,3252,16832,1025,2327290
1697124779130.106,3252,16809,1025,2327792
1697124779631.8506,3252,16854,1025,2328295
1697124780134.8591,3252,16854,1025,2328800
1697124781152.0737,3252,16866,1025,2329810
1697124781654.21,3252,16843,1025,2330317
1697124782157.7874,3252,16900,1025,2330829
1697124783168.029,3252,16866,1025,2331825
1697124783667.8967,3252,16849,1025,2332325
1697124784169.5967,3252,16849,1025,2332836
1697124784686.815,3252,16820,1025,2333342
1697124785181.7266,3252,16849,1025,2333844
1697124785706.5728,3252,16854,1025,2334350
1697124786192.2854,3252,16860,1025,2334856
1697124786715.5464,3252,16849,1025,2335360
1697124787203.293,3252,16832,1025,2335866
1697124787713.5093,3252,16877,1025,2336375
1697124788210.0493,3252,16860,1025,2336871
1697124788712.8198,3252,16877,1025,2337375
1697124789214.6335,3252,16854,1025,2337880
1697124789713.349,3252,16866,1025,2338379
1697124790218.1113,3252,16820,1025,2338882
1697124790736.698,3252,16849,1025,2339399
1697124791236.709,3252,16860,1025,2339900
1697124791749.0283,3252,16872,1025,2340408
1697124792257.8413,3252,16872,1025,2340910
1697124792749.8127,3252,16854,1025,2341413
1697124793257.654,3252,16820,1025,2341919
1697124793757.2551,3252,16843,1025,2342422
1697124794289.9724,3252,16860,1025,2342924
