BackendTime,logicVoltage,depVoltage,system_status,system_time
1697124548734.2483,3325,17054,1025,2092647
1697124549218.7664,3326,17008,1025,2093150
1697124549724.1204,3324,17088,1025,2093658
1697124550217.3618,3326,17031,1025,2094159
1697124550736.0613,3326,17037,1025,2094666
1697124551237.6328,3326,17008,1025,2095169
1697124551755.9292,3326,17031,1025,2095684
1697124552749.24,3326,17111,1025,2096688
1697124553257.8127,3321,17094,1025,2097192
1697124553749.8518,3326,17020,1025,2097690
1697124554277.499,3326,17065,1025,2098208
1697124554806.1567,3316,17088,1025,2098733
1697124555283.4216,3326,17020,1025,2099224
1697124555788.0217,3326,16997,1025,2099728
1697124556352.971,3326,17094,1025,2100252
1697124556821.2004,3326,17122,1025,2100744
1697124557313.2441,3326,17128,1025,2101250
1697124557826.3657,3318,17008,1025,2101753
1697124558323.046,3326,17088,1025,2102256
1697124558815.8132,3325,17094,1025,2102756
1697124559326.8245,3326,16980,1025,2103260
1697124559840.251,3326,17128,1025,2103765
1697124560338.556,3326,16997,1025,2104270
1697124560843.771,3323,17014,1025,2104775
1697124561339.5137,3311,17014,1025,2105274
1697124561839.5195,3316,16997,1025,2105779
1697124562345.3447,3326,17122,1025,2106287
1697124562863.63,3326,17094,1025,2106802
1697124563361.3025,3315,17094,1025,2107286
1697124563853.6243,3326,16991,1025,2107789
1697124564352.3997,3326,17111,1025,2108292
1697124564857.2837,3326,17088,1025,2108794
1697124565373.5713,3319,17054,1025,2109318
1697124565866.6543,3326,17054,1025,2109808
1697124566376.8284,3326,17139,1025,2110314
1697124566882.3425,3326,17054,1025,2110817
1697124567410.062,3324,17048,1025,2111337
1697124568017.0413,3324,17094,1025,2111916
1697124568410.652,3326,16997,1025,2112346
1697124568912.5012,3302,17082,1025,2112849
1697124569412.3958,3326,17031,1025,2113350
1697124569913.249,3325,17122,1025,2113851
1697124570416.2021,3325,17105,1025,2114354
1697124570919.676,3326,17094,1025,2114857
1697124571493.8765,3316,17054,1025,2115383
1697124571955.9907,3326,17054,1025,2115888
1697124572447.7434,3326,17054,1025,2116393
1697124572955.1316,3324,17054,1025,2116900
1697124573456.058,3326,17031,1025,2117399
1697124573965.0261,3326,17025,1025,2117906
1697124574469.7087,3321,17094,1025,2118411
1697124574972.9033,3318,17048,1025,2118911
1697124575472.7422,3326,17014,1025,2119415
1697124575968.2473,3325,17117,1025,2119915
1697124576481.0122,3326,17054,1025,2120425
1697124576984.776,3326,17122,1025,2120928
1697124577479.79,3326,17008,1025,2121427
1697124577994.162,3319,17003,1025,2121938
1697124578501.7837,3326,17008,1025,2122442
1697124579001.4731,3326,17054,1025,2122945
1697124579514.4028,3316,17003,1025,2123450
1697124580011.345,3323,17054,1025,2123952
1697124581019.0095,3316,17094,1025,2124962
1697124581526.853,3326,17122,1025,2125467
1697124582023.2317,3326,16997,1025,2125971
1697124582534.4983,3324,17054,1025,2126478
1697124583033.2322,3316,17105,1025,2126974
1697124583566.6443,3320,17111,1025,2127480
1697124584086.2808,3326,17054,1025,2127983
1697124584543.1357,3326,17014,1025,2128482
1697124585047.8616,3326,17031,1025,2128985
1697124585560.6658,3326,16997,1025,2129486
1697124586056.8533,3326,17008,1025,2129987
1697124586580.5737,3326,17105,1025,2130508
1697124587044.1328,3326,17020,1025,2130987
1697124587549.5027,3326,17122,1025,2131492
1697124588555.12,3326,16997,1025,2132491
1697124589056.252,3326,17111,1025,2132997
1697124589568.0354,3325,17054,1025,2133502
1697124590069.37,3312,16968,1025,2134004
1697124590574.4058,3319,17054,1025,2134507
1697124591081.4067,3325,17020,1025,2135016
1697124591584.5642,3326,17105,1025,2135520
1697124592075.3206,3326,17122,1025,2136018
1697124592593.6702,3326,17014,1025,2136526
1697124593092.1636,3326,17082,1025,2137024
1697124593588.7866,3323,17088,1025,2137528
1697124594092.606,3316,16997,1025,2138030
1697124594595.6594,3326,17128,1025,2138533
1697124595096.2737,3326,17054,1025,2139036
1697124595596.143,3326,17094,1025,2139538
1697124596098.6392,3326,17134,1025,2140039
1697124596613.797,3326,16980,1025,2140545
1697124597117.9324,3325,17105,1025,2141055
1697124597611.8552,3324,17054,1025,2141557
1697124598117.3987,3326,16997,1025,2142062
1697124598628.508,3326,17134,1025,2142568
1697124599132.595,3322,16991,1025,2143073
1697124599629.1555,3326,17105,1025,2143573
1697124600128.22,3326,17122,1025,2144075
1697124600637.3591,3326,17122,1025,2144581
1697124601149.8542,3326,17048,1025,2145087
1697124601677.5017,3325,17031,1025,2145593
1697124602155.7068,3325,17031,1025,2146096
1697124602661.9873,3326,17122,1025,2146598
1697124603195.0935,3326,17031,1025,2147120
1697124603743.0872,3315,17054,1025,2147666
1697124604213.5652,3326,17088,1025,2148126
1697124604716.893,3326,16997,1025,2148613
1697124605180.3853,3326,17003,1025,2149118
1697124605698.7268,3322,17065,1025,2149623
1697124606201.0571,3323,17105,1025,2150124
1697124606711.9194,3326,17122,1025,2150627
1697124607187.4058,3326,17128,1025,2151130
1697124607721.9749,3326,17088,1025,2151641
1697124608216.9104,3326,16991,1025,2152159
1697124608742.4258,3326,17054,1025,2152667
1697124609229.8716,3323,16991,1025,2153167
1697124609746.5894,3326,17122,1025,2153680
1697124610239.5776,3311,17048,1025,2154173
1697124610742.042,3326,17008,1025,2154677
1697124611270.0078,3319,17065,1025,2155188
1697124611749.5283,3326,16997,1025,2155689
1697124612258.386,3311,16997,1025,2156195
1697124612767.5293,3323,17054,1025,2156698
1697124613268.9006,3319,17088,1025,2157202
1697124613775.2883,3326,17111,1025,2157707
1697124614282.1611,3323,17014,1025,2158209
1697124614768.7747,3326,16997,1025,2158708
1697124615279.4866,3319,16997,1025,2159219
1697124615779.3564,3326,17054,1025,2159720
1697124616309.06,3326,17008,1025,2160228
1697124617290.361,3326,17105,1025,2161225
1697124617796.0186,3326,17122,1025,2161729
1697124618293.5344,3310,17054,1025,2162230
1697124618873.9717,3323,17094,1025,2162778
1697124619326.4033,3324,17094,1025,2163267
1697124619830.319,3326,17020,1025,2163773
1697124620382.8816,3326,17094,1025,2164285
1697124620866.6423,3326,17054,1025,2164780
1697124621398.937,3326,17020,1025,2165280
1697124621865.939,3325,17122,1025,2165783
1697124622389.747,3324,17048,1025,2166298
1697124622872.1846,3326,17111,1025,2166809
1697124623366.0664,3326,17105,1025,2167307
1697124623866.7007,3316,17054,1025,2167809
1697124624408.669,3326,16991,1025,2168308
1697124624933.0874,3326,17094,1025,2168839
1697124625386.6206,3326,16997,1025,2169320
1697124625884.3496,3322,17054,1025,2169823
1697124626394.8079,3326,17020,1025,2170327
1697124626882.9214,3311,17082,1025,2170828
1697124627387.7664,3311,17065,1025,2171331
1697124627947.6704,3326,17014,1025,2171849
1697124628398.2866,3326,17105,1025,2172337
1697124628910.1462,3326,16980,1025,2172848
1697124629426.193,3326,17014,1025,2173352
1697124629916.5686,3326,17094,1025,2173858
1697124630425.7812,3326,17082,1025,2174358
1697124630989.041,3326,17117,1025,2174860
1697124631494.1108,3324,17088,1025,2175395
1697124632008.6929,3326,17008,1025,2175921
1697124632494.7153,3325,17014,1025,2176426
1697124632930.5745,3326,17111,1025,2176876
1697124633433.5015,3326,16997,1025,2177378
1697124633947.6836,3324,17094,1025,2177891
1697124634442.5088,3326,16997,1025,2178380
1697124634977.806,3326,17122,1025,2178919
1697124635442.372,3326,17014,1025,2179385
1697124635949.922,3326,17111,1025,2179890
1697124636952.05,3326,17122,1025,2180900
1697124637467.3164,3321,17031,1025,2181410
1697124637974.855,3326,17082,1025,2181916
1697124638475.5046,3313,17054,1025,2182420
1697124639064.6877,3326,17122,1025,2182993
1697124639493.5542,3326,17031,1025,2183434
1697124640016.3486,3326,17020,1025,2183944
1697124640511.7292,3322,17088,1025,2184451
1697124641513.859,3326,17048,1025,2185461
1697124642027.886,3325,17031,1025,2185968
1697124642530.7764,3326,17122,1025,2186471
1697124643042.3772,3326,17088,1025,2186987
1697124643548.4421,3326,17128,1025,2187489
1697124644049.7046,3326,17139,1025,2187992
1697124644552.0896,3326,17105,1025,2188497
1697124645058.4497,3326,17003,1025,2189000
1697124645559.6748,3323,17065,1025,2189501
1697124646061.4465,3326,17025,1025,2190002
1697124646559.814,3326,17122,1025,2190505
1697124647084.9922,3319,17094,1025,2191020
1697124647583.8,3325,17031,1025,2191523
1697124648126.3313,3319,17105,1025,2192036
1697124648590.0073,3326,17105,1025,2192529
1697124649112.612,3326,17094,1025,2193036
1697124649602.9636,3326,17122,1025,2193541
1697124650102.8796,3326,17054,1025,2194042
1697124650603.8752,3326,17003,1025,2194547
1697124651100.6692,3326,17031,1025,2195049
1697124651620.9192,3326,17105,1025,2195555
1697124652117.119,3326,16991,1025,2196059
1697124652626.1948,3324,17014,1025,2196560
1697124653120.6821,3326,16991,1025,2197063
1697124653632.7397,3325,17054,1025,2197565
1697124654129.103,3326,17117,1025,2198067
1697124654648.8027,3326,16991,1025,2198570
1697124655197.0383,3325,17088,1025,2199128
1697124655679.9016,3323,17088,1025,2199583
1697124656132.8308,3326,17122,1025,2200078
1697124656657.4075,3316,17105,1025,2200592
1697124657149.3025,3326,17082,1025,2201096
1697124657660.9878,3326,17105,1025,2201602
1697124658160.2554,3320,17082,1025,2202106
1697124658704.0593,3326,17134,1025,2202622
1697124659178.5251,3322,17065,1025,2203116
1697124659743.8923,3326,17105,1025,2203634
1697124660187.3877,3326,17014,1025,2204125
1697124660682.793,3326,17071,1025,2204620
1697124661184.5178,3326,17025,1025,2205123
1697124661718.431,3326,17088,1025,2205635
1697124662197.1147,3321,17014,1025,2206140
1697124662719.4937,3309,17054,1025,2206659
1697124663278.7732,3326,17048,1025,2207204
1697124663747.27,3326,17008,1025,2207695
1697124664268.7075,3326,17048,1025,2208196
1697124664756.635,3326,17014,1025,2208693
1697124665266.3174,3326,17111,1025,2209201
1697124665752.7507,3323,17048,1025,2209701
1697124666266.2974,3326,17014,1025,2210205
1697124666763.309,3326,17122,1025,2210705
1697124667268.9675,3319,17065,1025,2211209
1697124667772.2856,3326,17003,1025,2211711
1697124668280.7883,3325,17071,1025,2212216
1697124668803.5723,3326,17094,1025,2212722
1697124669288.2683,3326,17031,1025,2213223
1697124669782.7952,3326,17048,1025,2213724
1697124670285.4265,3326,17117,1025,2214223
1697124670814.0198,3310,17048,1025,2214729
1697124671295.6538,3326,17014,1025,2215234
1697124671806.321,3326,17054,1025,2215745
1697124672303.7473,3321,17122,1025,2216245
1697124672856.591,3324,17145,1025,2216764
1697124673333.708,3326,17048,1025,2217268
1697124673842.4126,3326,17122,1025,2217773
1697124674339.7666,3305,17054,1025,2218274
1697124674834.8093,3326,17037,1025,2218780
1697124675347.7344,3323,17054,1025,2219285
1697124675850.908,3318,17065,1025,2219791
1697124676420.5312,3326,17031,1025,2220334
1697124676872.9897,3326,17048,1025,2220803
1697124677366.4656,3326,17122,1025,2221300
1697124678363.1313,3319,17105,1025,2222302
1697124678862.4697,3326,17088,1025,2222802
1697124679420.691,3326,17122,1025,2223328
1697124679876.542,3322,17065,1025,2223812
1697124680374.2078,3322,17094,1025,2224315
1697124680892.29,3326,16991,1025,2224817
1697124681393.6836,3326,17020,1025,2225322
1697124681874.0242,3324,17048,1025,2225820
1697124682381.4995,3316,16980,1025,2226323
1697124682912.0608,3324,17094,1025,2226837
1697124683413.1829,3316,17054,1025,2227334
1697124684922.6409,3326,16991,1025,2228854
1697124685426.8125,3326,17122,1025,2229364
1697124685917.3535,3326,16991,1025,2229860
1697124686430.5742,3326,17020,1025,2230369
1697124686930.773,3326,17094,1025,2230871
1697124687444.979,3326,17031,1025,2231373
1697124687970.2166,3326,17105,1025,2231885
1697124688437.0903,3323,17054,1025,2232379
1697124688933.9473,3326,17037,1025,2232881
1697124689442.8352,3326,17088,1025,2233389
1697124689959.82,3326,16997,1025,2233898
1697124690461.4077,3326,17054,1025,2234400
1697124690973.375,3325,17122,1025,2234907
1697124691545.7244,3326,17054,1025,2235433
1697124691988.8086,3315,17094,1025,2235926
1697124692512.9353,3326,17054,1025,2236440
1697124692998.3203,3326,17031,1025,2236937
1697124693499.4138,3326,17088,1025,2237437
1697124694003.6145,3326,17111,1025,2237944
1697124694502.8472,3326,17071,1025,2238448
1697124695014.5996,3326,17003,1025,2238952
1697124695503.7876,3326,17008,1025,2239451
1697124696008.0806,3326,16997,1025,2239955
1697124696528.5398,3326,17139,1025,2240458
1697124697016.574,3326,17105,1025,2240962
1697124697516.9116,3326,17003,1025,2241465
1697124698026.352,3326,17031,1025,2241967
1697124698517.0303,3326,17094,1025,2242466
1697124699027.4412,3326,17048,1025,2242973
1697124699529.5488,3324,17054,1025,2243472
1697124700035.0137,3326,17088,1025,2243978
1697124700540.9766,3321,17094,1025,2244482
1697124701037.9893,3326,17122,1025,2244983
1697124701552.0547,3319,17054,1025,2245492
1697124702053.0044,3326,17105,1025,2245996
1697124702554.7695,3318,17048,1025,2246497
1697124703078.5776,3326,17122,1025,2247011
1697124703597.4248,3326,17111,1025,2247523
1697124704062.4053,3321,17094,1025,2248001
1697124704570.1772,3326,17020,1025,2248512
1697124705061.6267,3326,17094,1025,2249010
1697124705575.7817,3326,17082,1025,2249517
1697124706076.6914,3326,17031,1025,2250020
1697124706639.4077,3326,17031,1025,2250570
1697124707072.2786,3316,17065,1025,2251015
1697124707574.3794,3326,17031,1025,2251521
1697124708077.2664,3315,17082,1025,2252021
1697124708594.951,3325,17014,1025,2252526
1697124709105.3308,3326,17048,1025,2253033
1697124709583.6548,3324,17094,1025,2253533
1697124710101.9392,3325,17088,1025,2254040
1697124710609.071,3326,17122,1025,2254546
1697124711099.5925,3326,17048,1025,2255046
1697124711679.8962,3326,16980,1025,2255581
1697124712098.0073,3326,17094,1025,2256046
1697124712611.9004,3326,17122,1025,2256555
1697124713111.631,3326,17122,1025,2257058
1697124713611.8567,3318,17088,1025,2257559
1697124714112.987,3326,17031,1025,2258062
1697124714618.2246,3323,17111,1025,2258567
1697124715128.2756,3326,17122,1025,2259074
1697124715627.0623,3326,17003,1025,2259576
1697124716167.724,3323,17122,1025,2260077
1697124716643.7969,3326,17088,1025,2260581
1697124717133.3442,3313,17088,1025,2261081
1697124717643.9338,3326,17054,1025,2261590
1697124718145.99,3326,17088,1025,2262095
1697124718651.7437,3326,17111,1025,2262599
1697124719150.2698,3326,16997,1025,2263100
1697124719665.2715,3326,17082,1025,2263607
1697124720212.738,3323,16991,1025,2264133
1697124720671.5234,3326,17031,1025,2264621
1697124721761.7183,3326,17003,1025,2265672
1697124722241.5654,3323,17122,1025,2266154
1697124722689.1448,3326,17065,1025,2266635
1697124723213.5098,3326,17014,1025,2267136
1697124723760.6108,3326,17088,1025,2267691
1697124724248.2395,3326,16980,1025,2268190
1697124724756.8513,3326,17122,1025,2268695
1697124725249.9116,3321,17105,1025,2269198
1697124725760.612,3322,17031,1025,2269702
1697124726273.549,3326,17003,1025,2270211
1697124726799.8386,3324,17088,1025,2270711
1697124727289.49,3319,17088,1025,2271227
1697124727793.5537,3326,17054,1025,2271717
1697124728276.5452,3326,17020,1025,2272221
1697124728782.0222,3326,16980,1025,2272725
1697124729278.426,3326,16997,1025,2273225
1697124729786.6223,3323,17094,1025,2273730
1697124730293.588,3316,17082,1025,2274236
1697124730811.2478,3326,17031,1025,2274745
1697124731313.352,3325,17054,1025,2275260
1697124731815.9443,3326,17094,1025,2275750
1697124732314.8552,3326,17157,1025,2276258
1697124732850.681,3326,17105,1025,2276755
1697124733317.4531,3326,17094,1025,2277260
1697124733817.937,3326,17003,1025,2277765
1697124734320.2527,3325,17054,1025,2278266
1697124734842.204,3326,16991,1025,2278768
1697124735348.003,3326,16997,1025,2279272
1697124735825.6614,3326,17122,1025,2279775
1697124736337.109,3326,17105,1025,2280279
1697124736844.9207,3326,16968,1025,2280784
1697124737337.9702,3318,17122,1025,2281284
1697124737873.6724,3326,17122,1025,2281789
1697124738354.5476,3326,17054,1025,2282292
1697124738871.339,3326,17094,1025,2282806
1697124739412.5393,3323,17094,1025,2283350
1697124739854.3672,3326,16991,1025,2283799
1697124740364.9932,3323,17094,1025,2284299
1697124740878.3345,3326,17094,1025,2284801
1697124741374.1064,3326,16980,1025,2285304
1697124741867.7532,3326,17054,1025,2285811
1697124742390.5728,3326,17094,1025,2286331
1697124742883.9778,3326,17105,1025,2286832
1697124743392.4368,3325,17054,1025,2287336
1697124743899.8098,3325,17094,1025,2287841
1697124744401.996,3326,17014,1025,2288344
1697124744925.6365,3326,17054,1025,2288848
1697124745424.834,3324,17094,1025,2289352
1697124745911.595,3326,16991,1025,2289855
1697124746431.3218,3326,17139,1025,2290360
1697124746919.733,3326,17122,1025,2290865
1697124747424.6572,3324,17105,1025,2291369
1697124747930.184,3325,17122,1025,2291873
1697124748441.532,3322,17065,1025,2292381
1697124748943.6953,3325,17134,1025,2292886
1697124749446.1086,3323,17088,1025,2293390
1697124749942.8838,3326,17094,1025,2293893
1697124750453.2283,3323,16991,1025,2294398
1697124750953.7617,3321,17111,1025,2294898
1697124751501.4785,3326,17122,1025,2295422
1697124751986.4421,3326,17054,1025,2295929
1697124752476.9531,3326,17128,1025,2296421
1697124752986.278,3326,16997,1025,2296928
1697124753487.78,3324,17082,1025,2297431
1697124754000.41,3326,17094,1025,2297937
1697124754510.338,3321,17054,1025,2298444
1697124755042.9094,3326,17122,1025,2298959
1697124755510.5386,3326,16991,1025,2299447
1697124756023.4893,3326,17031,1025,2299956
1697124756519.892,3320,17088,1025,2300458
1697124757020.1868,3323,17054,1025,2300962
1697124758027.2703,3326,17003,1025,2301968
1697124758529.4656,3325,17105,1025,2302472
1697124759038.9734,3326,17122,1025,2302983
1697124759560.4087,3321,17065,1025,2303493
1697124760055.5984,3326,17031,1025,2303994
1697124760561.1016,3326,17054,1025,2304499
1697124761063.9773,3319,17031,1025,2305005
1697124761565.4473,3316,17054,1025,2305506
1697124762064.9495,3326,17122,1025,2306006
1697124762571.7778,3326,17094,1025,2306512
1697124763074.6987,3326,17094,1025,2307016
1697124763583.6177,3325,16997,1025,2307523
1697124764092.3645,3326,17054,1025,2308026
1697124764575.046,3316,17054,1025,2308523
1697124765089.8345,3326,16997,1025,2309026
1697124765585.7886,3326,16991,1025,2309529
1697124766097.7324,3325,17020,1025,2310034
1697124766607.4167,3316,17031,1025,2310542
1697124767096.6091,3326,17054,1025,2311040
1697124767601.4158,3326,17008,1025,2311549
1697124768106.5688,3326,17122,1025,2312049
1697124768614.747,3315,17088,1025,2312554
1697124769113.9749,3319,16997,1025,2313056
1697124769619.0217,3326,17054,1025,2313558
1697124770121.5088,3326,17031,1025,2314059
1697124770619.0095,3326,17105,1025,2314560
1697124771120.995,3326,16997,1025,2315063
1697124771630.9038,3326,17008,1025,2315572
1697124772131.406,3326,17008,1025,2316075
1697124772639.9436,3322,17111,1025,2316578
1697124773143.773,3326,17031,1025,2317082
1697124773629.3293,3321,17054,1025,2317579
1697124774135.7976,3325,17094,1025,2318084
1697124774634.8618,3326,16991,1025,2318584
1697124775156.636,3326,17031,1025,2319094
1697124775659.4734,3326,16991,1025,2319600
1697124776145.3628,3326,17031,1025,2320095
1697124776658.4321,3319,17054,1025,2320598
1697124777165.759,3322,17094,1025,2321113
1697124777668.5288,3326,16997,1025,2321605
1697124778166.517,3321,17065,1025,2322110
1697124779670.5374,3319,17088,1025,2323617
1697124780697.494,3325,17054,1025,2324624
1697124781189.1094,3325,17122,1025,2325130
1697124781714.492,3326,17094,1025,2325637
1697124782196.458,3326,17122,1025,2326138
1697124782742.9287,3319,17048,1025,2326642
1697124783207.812,3323,17054,1025,2327147
1697124783758.772,3326,17054,1025,2327692
1697124784265.266,3326,16997,1025,2328205
1697124784755.2695,3326,17037,1025,2328698
1697124785267.7285,3326,16991,1025,2329206
1697124785763.7727,3326,17003,1025,2329708
1697124786265.9534,3326,17048,1025,2330210
1697124786776.1516,3323,17014,1025,2330717
1697124787270.9746,3326,16997,1025,2331217
1697124787775.8147,3326,16991,1025,2331719
1697124788280.2441,3326,17014,1025,2332221
1697124788796.2393,3326,17094,1025,2332729
1697124789293.928,3323,17003,1025,2333229
1697124789791.8435,3326,17054,1025,2333733
1697124790295.9485,3322,16991,1025,2334233
1697124790791.8174,3326,17008,1025,2334734
